"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"SeekerStrike","MegaCrit.Sts2.Core.Models.Cards.SeekerStrike","Seeker Strike","SEEKER_STRIKE.title","SEEKER_STRIKE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Choose 1 of {Cards:diff()} cards in your [gold]Draw Pile[/gold] to add into your [gold]Hand[/gold].","Deal Damage damage. Choose 1 of Cards cards in your Draw Pile to add into your Hand.","","","","False","False","False","False","False","False","False","False"
"SeekingEdge","MegaCrit.Sts2.Core.Models.Cards.SeekingEdge","Seeking Edge","SEEKING_EDGE.title","SEEKING_EDGE.description","Power","Rare","Self","None","True","[gold]Forge[/gold] {Forge:diff()}.
[gold]Sovereign Blade[/gold] now deals damage to ALL enemies.","Forge Forge. Sovereign Blade now deals damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"SentryMode","MegaCrit.Sts2.Core.Models.Cards.SentryMode","Sentry Mode","SENTRY_MODE.title","SENTRY_MODE.description","Power","Rare","Self","None","True","At the start of your turn, add {SentryModePower:diff()} [gold]Sweeping Gaze[/gold] into your [gold]Hand[/gold].","At the start of your turn, add SentryModePower Sweeping Gaze into your Hand.","","","","False","False","False","False","False","False","False","False"
"SerpentForm","MegaCrit.Sts2.Core.Models.Cards.SerpentForm","Serpent Form","SERPENT_FORM.title","SERPENT_FORM.description","Power","Rare","Self","None","True","Whenever you play a card, deal {SerpentFormPower:diff()} damage to a random enemy.","Whenever you play a card, deal SerpentFormPower damage to a random enemy.","","","","False","False","False","False","False","False","False","False"
"SetupStrike","MegaCrit.Sts2.Core.Models.Cards.SetupStrike","Setup Strike","SETUP_STRIKE.title","SETUP_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Gain {StrengthPower:diff()} [gold]Strength[/gold] this turn.","Deal Damage damage. Gain StrengthPower Strength this turn.","Strength","Strength","","False","False","True","False","False","False","False","False"
"SevenStars","MegaCrit.Sts2.Core.Models.Cards.SevenStars","Seven Stars","SEVEN_STARS.title","SEVEN_STARS.description","Attack","Rare","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies {Repeat:plural:{} time|{} times}.","Deal Damage damage to ALL enemies Repeat time|{} times}.","","","","False","False","False","False","False","False","False","False"
"Severance","MegaCrit.Sts2.Core.Models.Cards.Severance","Severance","SEVERANCE.title","SEVERANCE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Add a [gold]Soul[/gold] into your [gold]Draw Pile[/gold], [gold]Hand[/gold], and [gold]Discard Pile[/gold].","Deal Damage damage. Add a Soul into your Draw Pile, Hand, and Discard Pile.","","","","False","False","False","False","False","False","False","False"
"Shadowmeld","MegaCrit.Sts2.Core.Models.Cards.Shadowmeld","Shadowmeld","SHADOWMELD.title","SHADOWMELD.description","Skill","Rare","Self","None","True","Double your [gold]Block[/gold] gain this turn.","Double your Block gain this turn.","","","","False","False","False","False","False","False","False","False"
"ShadowShield","MegaCrit.Sts2.Core.Models.Cards.ShadowShield","Shadow Shield","SHADOW_SHIELD.title","SHADOW_SHIELD.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","Gain Block Block. Channel 1 Dark.","","","","False","False","False","False","False","False","False","False"
"ShadowStep","MegaCrit.Sts2.Core.Models.Cards.ShadowStep","Shadow Step","SHADOW_STEP.title","SHADOW_STEP.description","Skill","Rare","Self","None","True","Discard your [gold]Hand[/gold].
Next turn, Attacks deal double damage.","Discard your Hand. Next turn, Attacks deal double damage.","DoubleDamage","DoubleDamage","","False","False","False","False","True","False","False","False"
"Shame","MegaCrit.Sts2.Core.Models.Cards.Shame","Shame","SHAME.title","SHAME.description","Curse","Curse","None","None","False","At the end of your turn, if this is in your [gold]Hand[/gold], gain {Frail:diff()} [gold]Frail[/gold].","At the end of your turn, if this is in your Hand, gain Frail Frail.","","","","False","False","False","False","False","False","False","False"
"SharedFate","MegaCrit.Sts2.Core.Models.Cards.SharedFate","Shared Fate","SHARED_FATE.title","SHARED_FATE.description","Skill","Rare","AnyEnemy","None","True","Lose {PlayerStrengthLoss:diff()} [gold]Strength[/gold].
Enemy loses {EnemyStrengthLoss:diff()} [gold]Strength[/gold].","Lose PlayerStrengthLoss Strength. Enemy loses EnemyStrengthLoss Strength.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Shatter","MegaCrit.Sts2.Core.Models.Cards.Shatter","Shatter","SHATTER.title","SHATTER.description","Attack","Rare","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
[gold]Evoke[/gold] all of your Orbs.","Deal Damage damage to ALL enemies. Evoke all of your Orbs.","","","","False","False","False","False","False","False","False","False"
"ShiningStrike","MegaCrit.Sts2.Core.Models.Cards.ShiningStrike","Shining Strike","SHINING_STRIKE.title","SHINING_STRIKE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}.
Put this card on top of your [gold]Draw Pile[/gold].","Deal Damage damage. Gain Stars. Put this card on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Shiv","MegaCrit.Sts2.Core.Models.Cards.Shiv","Shiv","SHIV.title","SHIV.description","Attack","Token","AnyEnemy","None","True","Deal {Damage:diff()} damage{TargetType:choose(AllEnemies): to ALL enemies|}.","Deal Damage damageTargetType.","","","","False","False","False","False","False","False","False","False"
"Shockwave","MegaCrit.Sts2.Core.Models.Cards.Shockwave","Shockwave","SHOCKWAVE.title","SHOCKWAVE.description","Skill","Uncommon","AllEnemies","None","True","Apply {Power:diff()} [gold]Weak[/gold] and [gold]Vulnerable[/gold] to ALL enemies.","Apply Power Weak and Vulnerable to ALL enemies.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"Shroud","MegaCrit.Sts2.Core.Models.Cards.Shroud","Shroud","SHROUD.title","SHROUD.description","Power","Uncommon","Self","None","True","Whenever you apply [gold]Doom[/gold], gain {Block:diff()} [gold]Block[/gold].","Whenever you apply Doom, gain Block Block.","","","","False","False","False","False","False","False","False","False"
"ShrugItOff","MegaCrit.Sts2.Core.Models.Cards.ShrugItOff","Shrug It Off","SHRUG_IT_OFF.title","SHRUG_IT_OFF.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Draw {Cards:diff()} card.","Gain Block Block. Draw Cards card.","","","","False","False","False","False","False","False","False","False"
"SicEm","MegaCrit.Sts2.Core.Models.Cards.SicEm","Sic 'Em","SIC_EM.title","SIC_EM.description","Attack","Uncommon","AnyEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Whenever [gold]Osty[/gold] hits this enemy this turn, [gold]Summon[/gold] {SicEmPower:diff()}.","Osty deals OstyDamage damage. Whenever Osty hits this enemy this turn, Summon SicEmPower.","","","","False","False","False","False","False","False","False","False"
"SignalBoost","MegaCrit.Sts2.Core.Models.Cards.SignalBoost","Signal Boost","SIGNAL_BOOST.title","SIGNAL_BOOST.description","Skill","Rare","Self","None","True","The next Power you play is played an additional time.","The next Power you play is played an additional time.","","","","False","False","False","False","False","False","False","False"
"Skewer","MegaCrit.Sts2.Core.Models.Cards.Skewer","Skewer","SKEWER.title","SKEWER.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage X times.","Deal Damage damage X times.","","","","False","False","False","False","False","False","False","False"
"Skim","MegaCrit.Sts2.Core.Models.Cards.Skim","Skim","SKIM.title","SKIM.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} cards.","Draw Cards cards.","","","","False","False","False","False","False","False","False","False"
"SleightOfFlesh","MegaCrit.Sts2.Core.Models.Cards.SleightOfFlesh","Sleight of Flesh","SLEIGHT_OF_FLESH.title","SLEIGHT_OF_FLESH.description","Power","Uncommon","Self","None","True","Whenever you apply a debuff to an enemy, they take {SleightOfFleshPower:diff()} damage.","Whenever you apply a debuff to an enemy, they take SleightOfFleshPower damage.","","","","False","False","False","False","False","False","False","False"
"Slice","MegaCrit.Sts2.Core.Models.Cards.Slice","Slice","SLICE.title","SLICE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Slimed","MegaCrit.Sts2.Core.Models.Cards.Slimed","Slimed","SLIMED.title","SLIMED.description","Status","Status","None","None","False","Draw 1 card.","Draw 1 card.","","","","False","False","False","False","False","False","False","False"
"Sloth","MegaCrit.Sts2.Core.Models.Cards.Sloth","Sloth","SLOTH.title","SLOTH.description","Status","Status","None","None","False","You cannot play more than {SlothPower:diff()} {SlothPower:plural:card|cards} each turn.","You cannot play more than SlothPower SlothPower each turn.","","","","False","False","False","False","False","False","False","False"
"Smokestack","MegaCrit.Sts2.Core.Models.Cards.Smokestack","Smokestack","SMOKESTACK.title","SMOKESTACK.description","Power","Uncommon","Self","None","True","Whenever you create a Status, deal {SmokestackPower:diff()} damage to ALL enemies.","Whenever you create a Status, deal SmokestackPower damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"Snakebite","MegaCrit.Sts2.Core.Models.Cards.Snakebite","Snakebite","SNAKEBITE.title","SNAKEBITE.description","Skill","Common","AnyEnemy","None","True","Apply {PoisonPower:diff()} [gold]Poison[/gold].","Apply PoisonPower Poison.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Snap","MegaCrit.Sts2.Core.Models.Cards.Snap","Snap","SNAP.title","SNAP.description","Attack","Common","AnyEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
Add [gold]Retain[/gold] to a card in your [gold]Hand[/gold].","Osty deals OstyDamage damage. Add Retain to a card in your Hand.","","","","False","False","False","False","False","False","False","False"
"Sneaky","MegaCrit.Sts2.Core.Models.Cards.Sneaky","Sneaky","SNEAKY.title","SNEAKY.description","Power","Rare","Self","MultiplayerOnly","True","Whenever another player attacks an enemy, gain {SneakyPower:diff()} [gold]Block[/gold].","Whenever another player attacks an enemy, gain SneakyPower Block.","","Support","","False","False","False","False","False","False","False","True"
"SolarStrike","MegaCrit.Sts2.Core.Models.Cards.SolarStrike","Solar Strike","SOLAR_STRIKE.title","SOLAR_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Gain {Stars:starIcons()}.","Deal Damage damage. Gain Stars.","","","","False","False","False","False","False","False","False","False"
"Soot","MegaCrit.Sts2.Core.Models.Cards.Soot","Soot","SOOT.title","SOOT.description","Status","Status","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"Soul","MegaCrit.Sts2.Core.Models.Cards.Soul","Soul","SOUL.title","SOUL.description","Skill","Token","Self","None","True","Draw {Cards:diff()} {Cards:plural:card|cards}.","Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"SoulStorm","MegaCrit.Sts2.Core.Models.Cards.SoulStorm","Soul Storm","SOUL_STORM.title","SOUL_STORM.description","Attack","Rare","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each [gold]Soul[/gold] in your [gold]Exhaust Pile[/gold].","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each Soul in your Exhaust Pile.","","","","False","False","False","False","False","False","False","False"
"SovereignBlade","MegaCrit.Sts2.Core.Models.Cards.SovereignBlade","Sovereign Blade","SOVEREIGN_BLADE.title","SOVEREIGN_BLADE.description","Attack","Token","AnyEnemy","None","True","Deal {Damage:diff()} damage{SeekingEdgeAmount:cond:>0? to ALL enemies|}{Repeat:plural:| {} times}.","Deal Damage damageSeekingEdgeAmountRepeat times}.","","","","False","False","False","False","False","False","False","False"
"Sow","MegaCrit.Sts2.Core.Models.Cards.Sow","Sow","SOW.title","SOW.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.","Deal Damage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"SpectrumShift","MegaCrit.Sts2.Core.Models.Cards.SpectrumShift","Spectrum Shift","SPECTRUM_SHIFT.title","SPECTRUM_SHIFT.description","Power","Uncommon","Self","None","True","At the start of your turn, add {Cards:diff()} random Colorless {Cards:plural:card|cards} into your [gold]Hand[/gold].","At the start of your turn, add Cards random Colorless Cards into your Hand.","","","","False","False","False","False","False","False","False","False"
"Speedster","MegaCrit.Sts2.Core.Models.Cards.Speedster","Speedster","SPEEDSTER.title","SPEEDSTER.description","Power","Uncommon","Self","None","True","Whenever you draw a card during your turn, deal {SpeedsterPower:diff()} damage to ALL enemies.","Whenever you draw a card during your turn, deal SpeedsterPower damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"Spinner","MegaCrit.Sts2.Core.Models.Cards.Spinner","Spinner","SPINNER.title","SPINNER.description","Power","Rare","Self","None","True","{IfUpgraded:show:[gold]Channel[/gold] 1 [gold]Glass[/gold].
|}At the start of your turn, [gold]Channel[/gold] 1 [gold]Glass[/gold].","IfUpgradedAt the start of your turn, Channel 1 Glass.","","","","False","False","False","False","False","False","False","False"
"SpiritOfAsh","MegaCrit.Sts2.Core.Models.Cards.SpiritOfAsh","Spirit of Ash","SPIRIT_OF_ASH.title","SPIRIT_OF_ASH.description","Power","Rare","Self","None","True","Whenever you play an [gold]Ethereal[/gold] card, gain {BlockOnExhaust:diff()} [gold]Block[/gold].","Whenever you play an Ethereal card, gain BlockOnExhaust Block.","","","","False","False","False","False","False","False","False","False"
"Spite","MegaCrit.Sts2.Core.Models.Cards.Spite","Spite","SPITE.title","SPITE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If you lost HP this turn,
hits {Repeat:diff()} times.","Deal Damage damage. If you lost HP this turn, hits Repeat times.","","","","False","False","False","False","False","False","False","False"
"Splash","MegaCrit.Sts2.Core.Models.Cards.Splash","Splash","SPLASH.title","SPLASH.description","Skill","Uncommon","Self","None","True","Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]} Attacks from another character to add into your [gold]Hand[/gold]. It's free to play this turn.","Choose 1 of 3 randomIfUpgraded Attacks from another character to add into your Hand. It's free to play this turn.","","","","False","False","False","False","False","False","False","False"
"SpoilsMap","MegaCrit.Sts2.Core.Models.Cards.SpoilsMap","Spoils Map","SPOILS_MAP.title","SPOILS_MAP.description","Quest","Quest","Self","None","False","Marks a site of {Gold:diff()} extra [gold]Gold[/gold] in the next Act.","Marks a site of Gold extra Gold in the next Act.","","","","False","False","False","False","False","False","False","False"
"SpoilsOfBattle","MegaCrit.Sts2.Core.Models.Cards.SpoilsOfBattle","Spoils of Battle","SPOILS_OF_BATTLE.title","SPOILS_OF_BATTLE.description","Skill","Common","Self","None","True","[gold]Forge[/gold] {Forge:diff()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Forge Forge. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"SporeMind","MegaCrit.Sts2.Core.Models.Cards.SporeMind","Spore Mind","SPORE_MIND.title","SPORE_MIND.description","Curse","Curse","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"Spur","MegaCrit.Sts2.Core.Models.Cards.Spur","Spur","SPUR.title","SPUR.description","Skill","Uncommon","Self","None","True","[gold]Summon[/gold] {Summon:diff()}.
[gold]Osty[/gold] heals {Heal:diff()} HP.","Summon Summon. Osty heals Heal HP.","","","","False","False","False","False","False","False","False","False"
"Squash","MegaCrit.Sts2.Core.Models.Cards.Squash","Squash","SQUASH.title","SQUASH.description","Attack","Event","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply VulnerablePower Vulnerable.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
"Squeeze","MegaCrit.Sts2.Core.Models.Cards.Squeeze","Squeeze","SQUEEZE.title","SQUEEZE.description","Attack","Rare","AnyEnemy","None","True","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your other [gold]Osty[/gold] Attacks.","Osty deals CalculatedDamage damage. Deals ExtraDamage additional damage for ALL your other Osty Attacks.","","","","False","False","False","False","False","False","False","False"
"Stack","MegaCrit.Sts2.Core.Models.Cards.Stack","Stack","STACK.title","STACK.description","Skill","Event","Self","None","True","Gain [gold]Block[/gold] equal to the number of cards in your [gold]Discard Pile[/gold]{IfUpgraded:show: +{CalculationBase}|}.{InCombat:
(Gain {CalculatedBlock:diff()} [gold]Block[/gold])|}","Gain Block equal to the number of cards in your Discard PileIfUpgraded|}.InCombat Block)|}","","","","False","False","False","False","False","False","False","False"
"Stampede","MegaCrit.Sts2.Core.Models.Cards.Stampede","Stampede","STAMPEDE.title","STAMPEDE.description","Power","Uncommon","Self","None","True","At the end of your turn, {Power:diff()} random {Power:plural:Attack in your [gold]Hand[/gold] is played against a random enemy.|Attacks in your [gold]Hand[/gold] are played against random enemies.}","At the end of your turn, Power random Power","","","","False","False","False","False","False","False","False","False"
"Stardust","MegaCrit.Sts2.Core.Models.Cards.Stardust","Stardust","STARDUST.title","STARDUST.description","Attack","Uncommon","RandomEnemy","None","True","Deal {Damage:diff()} damage to a random enemy X times.","Deal Damage damage to a random enemy X times.","","","","False","False","False","False","False","False","False","False"
"Stoke","MegaCrit.Sts2.Core.Models.Cards.Stoke","Stoke","STOKE.title","STOKE.description","Skill","Rare","Self","None","True","[gold]Exhaust[/gold] your [gold]Hand[/gold].
Add 1 random {IfUpgraded:show:[gold]Upgraded[/gold] |}card into your [gold]Hand[/gold] for each card [gold]Exhausted[/gold].","Exhaust your Hand. Add 1 random IfUpgradedcard into your Hand for each card Exhausted.","","","","False","False","False","False","False","False","False","False"
"Stomp","MegaCrit.Sts2.Core.Models.Cards.Stomp","Stomp","STOMP.title","STOMP.description","Attack","Uncommon","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
Costs 1 less {energyPrefix:energyIcons(1)} for each Attack played this turn.","Deal Damage damage to ALL enemies. Costs 1 less energyPrefix for each Attack played this turn.","","","","False","False","False","False","False","False","False","False"
"StoneArmor","MegaCrit.Sts2.Core.Models.Cards.StoneArmor","Stone Armor","STONE_ARMOR.title","STONE_ARMOR.description","Power","Uncommon","Self","None","True","Gain {PlatingPower:diff()} [gold]Plating[/gold].","Gain PlatingPower Plating.","","","","False","False","False","False","False","False","False","False"
"Storm","MegaCrit.Sts2.Core.Models.Cards.Storm","Storm","STORM.title","STORM.description","Power","Uncommon","Self","None","True","Whenever you play a Power, [gold]Channel[/gold] {StormPower:diff()} [gold]Lightning[/gold].","Whenever you play a Power, Channel StormPower Lightning.","","","","False","False","False","False","False","False","False","False"
"StormOfSteel","MegaCrit.Sts2.Core.Models.Cards.StormOfSteel","Storm of Steel","STORM_OF_STEEL.title","STORM_OF_STEEL.description","Skill","Rare","Self","None","True","Discard your [gold]Hand[/gold].
Add 1 [gold]{IfUpgraded:show:Shiv+|Shiv}[/gold] into your [gold]Hand[/gold] for each card discarded.","Discard your Hand. Add 1 IfUpgraded into your Hand for each card discarded.","","","","False","False","False","False","False","False","False","False"
"Strangle","MegaCrit.Sts2.Core.Models.Cards.Strangle","Strangle","STRANGLE.title","STRANGLE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Whenever you play a card this turn, the enemy loses {StranglePower:diff()} HP.","Deal Damage damage. Whenever you play a card this turn, the enemy loses StranglePower HP.","","","","False","False","False","False","False","False","False","False"
"Stratagem","MegaCrit.Sts2.Core.Models.Cards.Stratagem","Stratagem","STRATAGEM.title","STRATAGEM.description","Power","Uncommon","Self","SingleplayerOnly","True","Whenever you shuffle your [gold]Draw Pile[/gold], choose a card from it to put into your [gold]Hand[/gold].","Whenever you shuffle your Draw Pile, choose a card from it to put into your Hand.","","","","False","False","False","False","False","False","False","False"
"StrikeDefect","MegaCrit.Sts2.Core.Models.Cards.StrikeDefect","Strike","STRIKE_DEFECT.title","STRIKE_DEFECT.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"StrikeIronclad","MegaCrit.Sts2.Core.Models.Cards.StrikeIronclad","Strike","STRIKE_IRONCLAD.title","STRIKE_IRONCLAD.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"StrikeNecrobinder","MegaCrit.Sts2.Core.Models.Cards.StrikeNecrobinder","Strike","STRIKE_NECROBINDER.title","STRIKE_NECROBINDER.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"StrikeRegent","MegaCrit.Sts2.Core.Models.Cards.StrikeRegent","Strike","STRIKE_REGENT.title","STRIKE_REGENT.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"StrikeSilent","MegaCrit.Sts2.Core.Models.Cards.StrikeSilent","Strike","STRIKE_SILENT.title","STRIKE_SILENT.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Subroutine","MegaCrit.Sts2.Core.Models.Cards.Subroutine","Subroutine","SUBROUTINE.title","SUBROUTINE.description","Power","Uncommon","Self","None","True","Whenever you play a Power, gain {energyPrefix:energyIcons(1)}.","Whenever you play a Power, gain energyPrefix.","","","","False","False","False","False","False","False","False","False"
"SuckerPunch","MegaCrit.Sts2.Core.Models.Cards.SuckerPunch","Sucker Punch","SUCKER_PUNCH.title","SUCKER_PUNCH.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal Damage damage. Apply WeakPower Weak.","Weak","Weak","","False","True","False","False","False","False","False","False"
"SummonForth","MegaCrit.Sts2.Core.Models.Cards.SummonForth","Summon Forth","SUMMON_FORTH.title","SUMMON_FORTH.description","Skill","Uncommon","Self","None","True","[gold]Forge[/gold] {Forge:diff()}.
Put [gold]Sovereign Blade[/gold] into your [gold]Hand[/gold] from anywhere.","Forge Forge. Put Sovereign Blade into your Hand from anywhere.","","","","False","False","False","False","False","False","False","False"
"Sunder","MegaCrit.Sts2.Core.Models.Cards.Sunder","Sunder","SUNDER.title","SUNDER.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If this kills an enemy, gain {Energy:energyIcons()}.","Deal Damage damage. If this kills an enemy, gain Energy.","","","","False","False","False","False","False","False","False","False"
"Supercritical","MegaCrit.Sts2.Core.Models.Cards.Supercritical","Supercritical","SUPERCRITICAL.title","SUPERCRITICAL.description","Skill","Rare","Self","None","True","Gain {Energy:energyIcons()}.","Gain Energy.","","","","False","False","False","False","False","False","False","False"
"Supermassive","MegaCrit.Sts2.Core.Models.Cards.Supermassive","Supermassive","SUPERMASSIVE.title","SUPERMASSIVE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card you created this combat.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each card you created this combat.","","","","False","False","False","False","False","False","False","False"
"Suppress","MegaCrit.Sts2.Core.Models.Cards.Suppress","Suppress","SUPPRESS.title","SUPPRESS.description","Attack","Ancient","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].","Deal Damage damage. Apply WeakPower Weak.","Weak","Weak","","False","True","False","False","False","False","False","False"
"Survivor","MegaCrit.Sts2.Core.Models.Cards.Survivor","Survivor","SURVIVOR.title","SURVIVOR.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Discard 1 card.","Gain Block Block. Discard 1 card.","","","","False","False","False","False","False","False","False","False"
"SweepingBeam","MegaCrit.Sts2.Core.Models.Cards.SweepingBeam","Sweeping Beam","SWEEPING_BEAM.title","SWEEPING_BEAM.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal Damage damage to ALL enemies. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"SweepingGaze","MegaCrit.Sts2.Core.Models.Cards.SweepingGaze","Sweeping Gaze","SWEEPING_GAZE.title","SWEEPING_GAZE.description","Attack","Token","RandomEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage to a random enemy.","Osty deals OstyDamage damage to a random enemy.","","","","False","False","False","False","False","False","False","False"
"SwordBoomerang","MegaCrit.Sts2.Core.Models.Cards.SwordBoomerang","Sword Boomerang","SWORD_BOOMERANG.title","SWORD_BOOMERANG.description","Attack","Common","RandomEnemy","None","True","Deal {Damage:diff()} damage to a random enemy {Repeat:diff()} times.","Deal Damage damage to a random enemy Repeat times.","","","","False","False","False","False","False","False","False","False"
"SwordSage","MegaCrit.Sts2.Core.Models.Cards.SwordSage","Sword Sage","SWORD_SAGE.title","SWORD_SAGE.description","Power","Rare","Self","None","True","[gold]Sovereign Blade[/gold] now hits an additional time.","Sovereign Blade now hits an additional time.","","","","False","False","False","False","False","False","False","False"
"Synchronize","MegaCrit.Sts2.Core.Models.Cards.Synchronize","Synchronize","SYNCHRONIZE.title","SYNCHRONIZE.description","Skill","Uncommon","Self","None","True","Gain {CalculationExtra:diff()} [gold]Focus[/gold] this turn for each unique Orb you have.{InCombat:
(Gain {CalculatedFocus:diff()} [gold]Focus[/gold])|}","Gain CalculationExtra Focus this turn for each unique Orb you have.InCombat Focus)|}","Focus","Focus","","False","False","False","False","False","True","False","False"
"Synthesis","MegaCrit.Sts2.Core.Models.Cards.Synthesis","Synthesis","SYNTHESIS.title","SYNTHESIS.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
The next Power you play costs 0 {energyPrefix:energyIcons(1)}.","Deal Damage damage. The next Power you play costs 0 energyPrefix.","","","","False","False","False","False","False","False","False","False"
"Tactician","MegaCrit.Sts2.Core.Models.Cards.Tactician","Tactician","TACTICIAN.title","TACTICIAN.description","Skill","Uncommon","Self","None","True","Gain {Energy:energyIcons()}.","Gain Energy.","","","","False","False","False","False","False","False","False","False"
"TagTeam","MegaCrit.Sts2.Core.Models.Cards.TagTeam","Tag Team","TAG_TEAM.title","TAG_TEAM.description","Attack","Uncommon","AnyEnemy","MultiplayerOnly","True","Deal {Damage:diff()} damage.
The next Attack another player plays on the enemy is played an extra time.","Deal Damage damage. The next Attack another player plays on the enemy is played an extra time.","","Support","","False","False","False","False","False","False","False","True"
"Tank","MegaCrit.Sts2.Core.Models.Cards.Tank","Tank","TANK.title","TANK.description","Power","Rare","Self","MultiplayerOnly","True","Take double damage from enemies.
Allies take half damage from enemies.","Take double damage from enemies. Allies take half damage from enemies.","DoubleDamage","DoubleDamage;Support","","False","False","False","False","True","False","False","True"
"Taunt","MegaCrit.Sts2.Core.Models.Cards.Taunt","Taunt","TAUNT.title","TAUNT.description","Skill","Uncommon","AnyEnemy","None","True","Gain {Block:diff()} [gold]Block[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Gain Block Block. Apply VulnerablePower Vulnerable.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
